wine_type,winetype_numeric,fixed acidity,residual sugar,density,pH,sulphates,alcohol,sulphates 1=low 2=high,alcohol 1=low 2=high,fixed acidity 1=low 2=high,healthiness,quality
white,2,5.9,1.4,0.99148,3.3,0.36,10.5,1,2,1,1,2
white,2,5.9,11.4,0.9949,3.35,0.48,10.5,1,2,1,1,2
white,2,5.9,2.4,0.99184,3.25,0.48,10.9,1,2,1,1,2
white,2,5.9,5.1,0.99165,3.16,0.44,11.3,1,2,1,1,2
white,2,5.9,5.4,0.99224,3.24,0.41,11.4,1,2,1,1,2
white,2,5.9,1.6,0.99105,3.25,0.45,11.4,1,2,1,1,2
white,2,5.9,7.85,0.9933,3.52,0.43,11.5,1,2,1,1,2
white,2,5.9,1.2,0.99134,3.46,0.44,11.5,1,2,1,1,2
white,2,5.9,1.3,0.99069,3.31,0.47,11.55,1,2,1,1,2
white,2,5.9,1.5,0.99021,3.36,0.49,12,1,2,1,1,2
white,2,5.9,6.4,0.99151,3.24,0.46,12.2,1,2,1,1,2
white,2,5.9,3.2,0.98959,3.26,0.42,12.6,1,2,1,1,2
white,2,5.9,8.1,0.9911,3.22,0.36,12.7,1,2,1,1,2
white,2,5.9,2,0.98892,3.41,0.41,12.9,1,2,1,1,2
white,2,5.9,2,0.98892,3.4,0.41,12.9,1,2,1,1,2
white,2,6,1.6,0.9931,3.17,0.48,10.1,1,2,1,1,2
white,2,6,1.6,0.9921,3.19,0.38,10.2,1,2,1,1,2
white,2,6,6.3,0.9946,3.52,0.41,10.4,1,2,1,1,2
white,2,6,8.7,0.99368,3.18,0.39,10.6,1,2,1,1,2
white,2,6,6.7,0.9951,3.63,0.46,10.6,1,2,1,1,2
white,2,6,0.8,0.99032,3.1,0.4,10.9,1,2,1,1,2
white,2,6,7.7,0.99224,3.04,0.38,11,1,2,1,1,2
white,2,6,0.8,0.99036,3.14,0.4,11,1,2,1,1,2
white,2,6,6.8,0.9928,3.15,0.42,11,1,2,1,1,2
white,2,6,1.3,0.9914,3.32,0.43,11.1,1,2,1,1,2
white,2,6,1.3,0.99125,3.46,0.43,11.1,1,2,1,1,2
white,2,6,1.2,0.99185,3.32,0.44,11.2,1,2,1,1,2
white,2,6,12.2,0.99356,3.17,0.42,11.3,1,2,1,1,2
white,2,6,3.3,0.9914,3.31,0.44,11.3,1,2,1,1,2
white,2,6,1.1,0.98954,3.14,0.38,11.5,1,2,1,1,2
white,2,6,0.9,0.98934,3.24,0.35,12.1,1,2,1,1,2
white,2,6,2.2,0.989465,3.11,0.48,12.15,1,2,1,1,2
white,2,6,6,0.9912,3.38,0.38,12.3,1,2,1,1,2
white,2,6,1,0.9896,3.38,0.44,12.3,1,2,1,1,2
white,2,6,1.4,0.98998,3.32,0.41,12.4,1,2,1,1,2
white,2,6,2.1,0.98964,3.32,0.42,12.5,1,2,1,1,2
white,2,6,1.1,0.98862,3.22,0.38,12.6,1,2,1,1,2
white,2,6,1.1,0.98862,3.22,0.38,12.6,1,2,1,1,2
white,2,6.1,9.8,0.99532,3.14,0.42,10.2,1,2,1,1,2
white,2,6.1,9.8,0.9957,3.36,0.47,10.2,1,2,1,1,2
white,2,6.1,2.2,0.9926,3.37,0.47,10.4,1,2,1,1,2
white,2,6.1,10.5,0.9963,3.14,0.35,10.5,1,2,1,1,2
white,2,6.1,1.4,0.99184,3.22,0.39,10.5,1,2,1,1,2
white,2,6.1,1.8,0.9945,3.49,0.44,10.5,1,2,1,1,2
white,2,6.1,12.1,0.99481,3.21,0.4,10.7,1,2,1,1,2
white,2,6.1,6,0.99474,3.68,0.46,10.7,1,2,1,1,2
white,2,6.1,10,0.994,3.22,0.35,10.9,1,2,1,1,2
white,2,6.1,7.75,0.99296,3.22,0.46,11,1,2,1,1,2
white,2,6.1,1.3,0.9912,3.41,0.41,11.1,1,2,1,1,2
white,2,6.1,6.6,0.99188,3.15,0.36,11.45,1,2,1,1,2
white,2,6.1,1.85,0.98966,3.03,0.3,11.8,1,2,1,1,2
white,2,6.1,1.85,0.98966,3.03,0.3,11.8,1,2,1,1,2
white,2,6.1,5,0.99007,3.15,0.31,12.4,1,2,1,1,2
white,2,6.1,1.5,0.9898,3.29,0.42,12.4,1,2,1,1,2
white,2,6.1,1.1,0.9898,3.36,0.4,12.5,1,2,1,1,2
white,2,6.1,4.7,0.99042,3.16,0.42,12.5,1,2,1,1,2
white,2,6.1,2.1,0.9895,3.39,0.43,12.7,1,2,1,1,2
white,2,6.1,2.1,0.9895,3.39,0.43,12.7,1,2,1,1,2
white,2,6.15,3.2,0.99076,3.39,0.47,12,1,2,1,1,2
white,2,6.2,8,0.99445,3.11,0.42,10.4,1,2,1,1,2
white,2,6.2,4.9,0.9927,3.2,0.42,10.4,1,2,1,1,2
white,2,6.2,3.4,0.9924,3.14,0.43,10.4,1,2,1,1,2
white,2,6.2,16.8,0.99691,3.23,0.38,10.5,1,2,1,1,2
white,2,6.2,2.2,0.9917,3.19,0.48,10.5,1,2,1,1,2
white,2,6.2,10.3,0.99388,3.2,0.36,10.7,1,2,1,1,2
white,2,6.2,1.4,0.9909,3.28,0.38,11.2,1,2,1,1,2
white,2,6.2,5.25,0.99184,3.22,0.4,11.2,1,2,1,1,2
white,2,6.2,5.25,0.99184,3.22,0.4,11.2,1,2,1,1,2
white,2,6.2,1.7,0.9911,3.28,0.41,11.2,1,2,1,1,2
white,2,6.2,4.8,0.99174,3.23,0.43,11.2,1,2,1,1,2
white,2,6.2,6,0.9928,3.41,0.36,11.3,1,2,1,1,2
white,2,6.2,4.5,0.9919,3.27,0.37,11.6,1,2,1,1,2
white,2,6.2,11.8,0.99364,3.18,0.34,11.9,1,2,1,1,2
white,2,6.2,3.2,0.98956,3.06,0.33,12,1,2,1,1,2
white,2,6.2,1.1,0.9899,3.36,0.47,12.1,1,2,1,1,2
white,2,6.2,1.1,0.9889,2.97,0.42,12.2,1,2,1,1,2
white,2,6.2,6.6,0.9914,3.32,0.45,12.5,1,2,1,1,2
white,2,6.2,2.2,0.9899,3.16,0.48,12.7,1,2,1,1,2
white,2,6.2,2,0.98822,3.06,0.46,13.6,1,2,1,1,2
white,2,6.3,13.7,0.99567,3.17,0.38,10.6,1,2,1,1,2
white,2,6.3,4,0.9915,3.06,0.34,10.7,1,2,1,1,2
white,2,6.3,12.7,0.99526,3.26,0.35,10.8,1,2,1,1,2
white,2,6.3,11.8,0.99519,3.2,0.35,10.8,1,2,1,1,2
white,2,6.3,5.7,0.9927,3.27,0.41,11,1,2,1,1,2
white,2,6.3,4.2,0.99182,3.24,0.43,11.3,1,2,1,1,2
white,2,6.3,5.1,0.99186,3.24,0.44,11.3,1,2,1,1,2
white,2,6.3,6.3,0.9921,3.29,0.46,11.6,1,2,1,1,2
white,2,6.3,6.3,0.9921,3.29,0.46,11.6,1,2,1,1,2
white,2,6.3,8.2,0.99394,3.39,0.49,11.7,1,2,1,1,2
white,2,6.3,1.8,0.9906,3.28,0.4,11.8,1,2,1,1,2
white,2,6.3,2.8,0.9908,3.27,0.43,11.8,1,2,1,1,2
white,2,6.3,7.3,0.99172,3.2,0.39,11.94,1,2,1,1,2
white,2,6.3,1.2,0.9911,3.38,0.42,12.2,1,2,1,1,2
white,2,6.3,1.5,0.98876,2.94,0.39,12.3,1,2,1,1,2
white,2,6.3,1.5,0.98993,3.3,0.46,12.3,1,2,1,1,2
white,2,6.3,2.5,0.98868,3.1,0.47,12.8,1,2,1,1,2
white,2,6.4,7.9,0.99425,3.26,0.36,10,1,2,1,1,2
white,2,6.4,7.5,0.99475,3.32,0.43,10,1,2,1,1,2
white,2,6.4,5.1,0.9944,3.29,0.32,10.1,1,2,1,1,2
white,2,6.4,5.7,0.9944,3.33,0.43,10.1,1,2,1,1,2
white,2,6.4,1.8,0.99166,3.1,0.38,10.2,1,2,1,1,2
white,2,6.4,1.8,0.99166,3.1,0.38,10.2,1,2,1,1,2
white,2,6.4,2.8,0.99152,3.03,0.49,10.4,1,2,1,1,2
white,2,6.4,17.05,0.99724,3.25,0.35,10.5,1,2,1,1,2
white,2,6.4,5.3,0.99455,3.35,0.47,10.5,1,2,1,1,2
white,2,6.4,16.05,0.99678,3.11,0.38,10.6,1,2,1,1,2
white,2,6.4,1.1,0.9905,2.97,0.28,10.8,1,2,1,1,2
white,2,6.4,1,0.9904,2.97,0.29,10.8,1,2,1,1,2
white,2,6.4,9.65,0.99334,2.99,0.34,10.93333333,1,2,1,1,2
white,2,6.4,9.1,0.99326,2.97,0.3,11,1,2,1,1,2
white,2,6.4,4.6,0.99216,3.18,0.4,11,1,2,1,1,2
white,2,6.4,5.9,0.99278,3.15,0.4,11,1,2,1,1,2
white,2,6.4,4.6,0.99216,3.18,0.4,11,1,2,1,1,2
white,2,6.4,7.4,0.99323,3.27,0.45,11.1,1,2,1,1,2
white,2,6.4,10.8,0.99356,3.18,0.37,11.2,1,2,1,1,2
white,2,6.4,8.2,0.99234,2.99,0.31,11.4,1,2,1,1,2
white,2,6.4,1.2,0.99084,3.38,0.35,11.5,1,2,1,1,2
white,2,6.4,0.95,0.99033,3.25,0.35,11.8,1,2,1,1,2
white,2,6.4,1.9,0.99,3.06,0.45,11.8,1,2,1,1,2
white,2,6.4,5.85,0.992,3.23,0.32,12,1,2,1,1,2
white,2,6.5,1.4,0.9932,3.26,0.32,10,1,2,1,1,2
white,2,6.5,12.9,0.9967,3.17,0.43,10,1,2,1,1,2
white,2,6.5,1.3,0.9937,3.29,0.45,10,1,2,1,1,2
white,2,6.5,1.5,0.99092,3.06,0.46,10.5,1,2,1,1,2
white,2,6.5,8.5,0.9943,3.03,0.42,10.7,1,2,1,1,2
white,2,6.5,11.45,0.99418,2.98,0.3,10.9,1,2,1,1,2
white,2,6.5,7.3,0.99268,3.21,0.43,11,1,2,1,1,2
white,2,6.5,6.65,0.99254,3.18,0.42,11.1,1,2,1,1,2
white,2,6.5,1.4,0.99199,3.43,0.48,11.1,1,2,1,1,2
white,2,6.5,4.8,0.992,3.18,0.44,11.2,1,2,1,1,2
white,2,6.5,1,0.9908,3.3,0.39,11.4,1,2,1,1,2
white,2,6.5,14.5,0.99456,3.06,0.3,11.5,1,2,1,1,2
white,2,6.5,3.9,0.99098,3.15,0.31,11.5,1,2,1,1,2
white,2,6.5,3.5,0.99024,3.15,0.31,12,1,2,1,1,2
white,2,6.5,2.9,0.9902,3.1,0.49,12.1,1,2,1,1,2
white,2,6.5,6.1,0.99122,3.24,0.32,12.2,1,2,1,1,2
white,2,6.5,1,0.99004,3.06,0.37,12.2,1,2,1,1,2
white,2,6.5,1,0.98926,3.24,0.36,12.3,1,2,1,1,2
white,2,6.5,1.3,0.98964,3.18,0.41,12.3,1,2,1,1,2
white,2,6.5,11.25,0.9922,3.02,0.38,12.4,1,2,1,1,2
white,2,6.5,2.2,0.9898,3.28,0.36,12.5,1,2,1,1,2
white,2,6.5,1.95,0.989,3.12,0.25,12.9,1,2,1,1,2
white,2,6.6,7.4,0.99388,3.16,0.37,10,1,2,1,1,2
white,2,6.6,1.5,0.99208,3.16,0.42,10,1,2,1,1,2
white,2,6.6,10.9,0.9963,3.24,0.47,10,1,2,1,1,2
white,2,6.6,1.3,0.9951,3.42,0.47,10,1,2,1,1,2
white,2,6.6,1.7,0.99207,3.13,0.45,10.2,1,2,1,1,2
white,2,6.6,1.7,0.99207,3.13,0.45,10.2,1,2,1,1,2
white,2,6.6,3,0.99338,3.26,0.47,10.4,1,2,1,1,2
white,2,6.6,1.4,0.99215,3.29,0.46,10.7,1,2,1,1,2
white,2,6.6,1.4,0.9915,3.05,0.49,10.9,1,2,1,1,2
white,2,6.6,5.6,0.99299,3.22,0.38,11,1,2,1,1,2
white,2,6.6,2.9,0.99089,3.22,0.38,11.3,1,2,1,1,2
white,2,6.6,5.35,0.99112,2.93,0.43,11.5,1,2,1,1,2
white,2,6.6,2.5,0.9906,3.14,0.32,11.9,1,2,1,1,2
white,2,6.6,9.4,0.99254,3.17,0.34,12.1,1,2,1,1,2
white,2,6.6,3.3,0.99031,3.1,0.4,12.3,1,2,1,1,2
white,2,6.6,2.2,0.99,3.12,0.48,12.4,1,2,1,1,2
white,2,6.6,0.8,0.9888,3.03,0.37,12.5,1,2,1,1,2
white,2,6.7,1.3,0.9921,3.21,0.42,10,1,2,1,1,2
white,2,6.7,1.4,0.99206,3.12,0.44,10.1,1,2,1,1,2
white,2,6.7,6.5,0.99348,3.12,0.33,10.2,1,2,1,1,2
white,2,6.7,8.6,0.9955,3.25,0.41,10.2,1,2,1,1,2
white,2,6.7,3.6,0.99144,3.08,0.4,10.5,1,2,1,1,2
white,2,6.7,1.8,0.9925,3.32,0.4,10.8,1,2,1,1,2
white,2,6.7,10.2,0.99469,3.11,0.45,10.9,1,2,1,1,2
white,2,6.7,2.6,0.99086,3.05,0.34,11.7,1,2,1,1,2
white,2,6.7,2.5,0.9909,3.14,0.36,11.7,1,2,1,1,2
white,2,6.7,2.4,0.99064,3.26,0.39,11.7,1,2,1,1,2
white,2,6.7,6.6,0.99123,2.97,0.31,12.2,1,2,1,1,2
white,2,6.7,5.3,0.99122,3.12,0.46,12.2,1,2,1,1,2
white,2,6.7,9.55,0.9919,2.98,0.37,12.4,1,2,1,1,2
white,2,6.7,8.3,0.99151,2.96,0.39,12.5,1,2,1,1,2
white,2,6.7,9,0.99262,3.34,0.35,12.6,1,2,1,1,2
white,2,6.7,1.3,0.98939,3.24,0.37,12.8,1,2,1,1,2
white,2,6.7,1,0.98912,3.31,0.38,13,1,2,1,1,2
white,2,6.7,2.9,0.98926,3.13,0.4,13,1,2,1,1,2
white,2,6.7,4.75,0.99056,3.29,0.46,13,1,2,1,1,2
white,2,6.8,1.3,0.992,3.18,0.41,10,1,2,1,1,2
white,2,6.8,1.3,0.99271,3.17,0.39,10.2,1,2,1,1,2
white,2,6.8,8.9,0.9955,3.3,0.44,10.3,1,2,1,1,2
white,2,6.8,9.3,0.9946,3.16,0.36,10.4,1,2,1,1,2
white,2,6.8,1.5,0.9928,3.12,0.44,10.5,1,2,1,1,2
white,2,6.8,4.7,0.9927,3.21,0.38,10.6,1,2,1,1,2
white,2,6.8,26.05,1.00295,3.06,0.42,10.6,1,2,1,1,2
white,2,6.8,1.2,0.9916,3.13,0.41,10.7,1,2,1,1,2
white,2,6.8,7.6,0.99332,3.12,0.44,10.7,1,2,1,1,2
white,2,6.8,1.6,0.99346,3.27,0.47,10.7,1,2,1,1,2
white,2,6.8,9.8,0.99406,3.11,0.45,10.9,1,2,1,1,2
white,2,6.8,7.05,0.9935,3.25,0.37,11.1,1,2,1,1,2
white,2,6.8,0.7,0.9899,3.11,0.31,11.8,1,2,1,1,2
white,2,6.8,5.1,0.9921,3.24,0.46,11.8,1,2,1,1,2
white,2,6.8,7.4,0.99212,3.18,0.44,12,1,2,1,1,2
white,2,6.8,2.4,0.9911,3.28,0.46,12,1,2,1,1,2
white,2,6.8,20.3,0.99727,3.04,0.38,12.3,1,2,1,1,2
white,2,6.8,3.3,0.9896,3.1,0.4,12.4,1,2,1,1,2
white,2,6.8,4,0.99,3.23,0.46,12.4,1,2,1,1,2
white,2,6.8,4.8,0.99026,3.08,0.47,12.4,1,2,1,1,2
white,2,6.8,7.8,0.9915,3.24,0.34,12.5,1,2,1,1,2
white,2,6.8,1.8,0.99,3.13,0.49,12.8,1,2,1,1,2
white,2,6.8,6.2,0.99071,3.03,0.32,12.9,1,2,1,1,2
white,2,6.8,1.9,0.99,3.25,0.45,12.9,1,2,1,1,2
white,2,6.8,5.7,0.99,3.11,0.27,13,1,2,1,1,2
white,2,6.8,1.2,0.9889,3.19,0.41,13,1,2,1,1,2
white,2,6.9,13.3,0.99655,3.34,0.42,10.1,1,2,1,1,2
white,2,6.9,8.2,0.9944,3.17,0.33,10.2,1,2,1,1,2
white,2,6.9,5.4,0.9939,3.32,0.42,10.2,1,2,1,1,2
white,2,6.9,0.9,0.992,3.1,0.42,10.4,1,2,1,1,2
white,2,6.9,4.4,0.99347,3.24,0.46,10.4,1,2,1,1,2
white,2,6.9,7.9,0.99456,3.4,0.39,10.5,1,2,1,1,2
white,2,6.9,2.1,0.9926,3.42,0.49,10.8,1,2,1,1,2
white,2,6.9,1.4,0.99059,3.07,0.47,11.1,1,2,1,1,2
white,2,6.9,5,0.9924,3.25,0.43,11.2,1,2,1,1,2
white,2,6.9,1.6,0.99068,3.19,0.45,11.4,1,2,1,1,2
white,2,6.9,4.2,0.99089,3.12,0.39,11.5,1,2,1,1,2
white,2,6.9,4.2,0.99089,3.12,0.39,11.5,1,2,1,1,2
white,2,6.9,13.8,0.9948,3.1,0.37,11.6,1,2,1,1,2
white,2,6.9,2.4,0.99088,3.01,0.36,11.7,1,2,1,1,2
white,2,6.9,1.6,0.9917,3.37,0.47,11.7,1,2,1,1,2
white,2,6.9,2,0.9914,3.32,0.37,12.2,1,2,1,1,2
white,2,6.9,5,0.99124,3.2,0.42,12.2,1,2,1,1,2
white,2,6.9,8.2,0.99275,3.28,0.44,12.2,1,2,1,1,2
white,2,6.9,8.2,0.99144,3,0.37,12.3,1,2,1,1,2
white,2,6.9,1.6,0.9898,3.09,0.46,12.3,1,2,1,1,2
white,2,6.9,1.8,0.98992,3.15,0.46,12.3,1,2,1,1,2
white,2,6.9,6.1,0.99086,3.19,0.34,12.4,1,2,1,1,2
white,2,6.9,4.2,0.9902,3.16,0.31,12.5,1,2,1,1,2
white,2,6.9,4.2,0.9902,3.16,0.31,12.5,1,2,1,1,2
white,2,6.9,1.8,0.9899,3.25,0.41,12.6,1,2,1,1,2
white,2,7,1.7,0.9918,3.07,0.43,10.4,1,2,1,1,2
white,2,7,1.7,0.9918,3.07,0.43,10.4,1,2,1,1,2
white,2,7,1.6,0.9914,2.98,0.44,10.5,1,2,1,1,2
white,2,7,1.6,0.9923,3.08,0.46,10.5,1,2,1,1,2
white,2,7,4,0.9934,3.19,0.39,10.6,1,2,1,1,2
white,2,7,4.9,0.9942,3.33,0.37,10.8,1,2,1,1,2
white,2,7,4.9,0.9928,3.17,0.44,10.8,1,2,1,1,2
white,2,7,5.7,0.9938,3.2,0.49,10.8,1,2,1,1,2
white,2,7,0.9,0.9914,3.25,0.43,10.9,1,2,1,1,2
white,2,7,19.8,0.9976,3.07,0.38,11,1,2,1,1,2
white,2,7,8.8,0.99388,3.13,0.49,11,1,2,1,1,2
white,2,7,1.4,0.9918,3.34,0.41,11.1,1,2,1,1,2
white,2,7,6.5,0.9936,3.4,0.42,11.4,1,2,1,1,2
white,2,7,10.5,0.9935,3.09,0.33,11.6,1,2,1,1,2
white,2,7,1.7,0.9911,3.19,0.42,11.8,1,2,1,1,2
white,2,7,6.4,0.9924,3.23,0.44,11.8,1,2,1,1,2
white,2,7,4.2,0.9927,3.28,0.49,11.8,1,2,1,1,2
white,2,7,1.4,0.99,3.06,0.39,11.9,1,2,1,1,2
white,2,7,12.8,0.9942,3.26,0.38,12.2,1,2,1,1,2
white,2,7,5.3,0.9914,3.24,0.4,12.2,1,2,1,1,2
white,2,7,4.9,0.99168,3.38,0.43,12.2,1,2,1,1,2
white,2,7,2.8,0.99,3.19,0.38,12.6,1,2,1,1,2
white,2,7.1,6.1,0.9946,3.17,0.42,10,1,2,1,1,2
white,2,7.1,9.9,0.99642,3.12,0.49,10.2,1,2,1,1,2
white,2,7.1,1.4,0.9916,2.95,0.31,10.5,1,2,1,1,2
white,2,7.1,6.2,0.993,2.99,0.39,10.9,1,2,1,1,2
white,2,7.1,2,0.9924,3.24,0.37,11,1,2,1,1,2
white,2,7.1,16.2,0.99644,3.17,0.37,11.2,1,2,1,1,2
white,2,7.1,2.4,0.9903,3.15,0.38,11.4,1,2,1,1,2
white,2,7.1,2,0.9917,3.19,0.49,11.4,1,2,1,1,2
white,2,7.1,12.5,0.9941,3.17,0.29,11.6,1,2,1,1,2
white,2,7.1,8.4,0.99257,3.16,0.36,11.8,1,2,1,1,2
white,2,7.1,1.6,0.9901,3.22,0.34,12.1,1,2,1,1,2
white,2,7.1,1,0.98974,3.24,0.41,12.2,1,2,1,1,2
white,2,7.1,8.5,0.99338,3.16,0.46,12.2,1,2,1,1,2
white,2,7.1,1.8,0.9907,3.25,0.48,12.2,1,2,1,1,2
white,2,7.1,3.3,0.9912,3.08,0.31,12.3,1,2,1,1,2
white,2,7.1,3,0.9903,3.13,0.39,12.3,1,2,1,1,2
white,2,7.1,2.8,0.9899,3.15,0.38,12.7,1,2,1,1,2
white,2,7.1,2.8,0.98968,3.23,0.47,13.4,1,2,1,1,2
white,2,7.1,6.2,0.99021,3.17,0.27,13.6,1,2,1,1,2
white,2,7.2,1.8,0.9948,3.52,0.47,10,1,2,1,1,2
white,2,7.2,1.3,0.9945,3.46,0.44,10.2,1,2,1,1,2
white,2,7.2,1.5,0.99192,3.18,0.46,10.4,1,2,1,1,2
white,2,7.2,1.5,0.9933,3.26,0.44,10.5,1,2,1,1,2
white,2,7.2,10.5,0.99478,3.12,0.4,10.6,1,2,1,1,2
white,2,7.2,1.4,0.9914,2.88,0.38,10.8,1,2,1,1,2
white,2,7.2,1.1,0.9925,3.32,0.4,10.8,1,2,1,1,2
white,2,7.2,15.2,0.99665,3.17,0.39,10.9,1,2,1,1,2
white,2,7.2,1.6,0.9924,3.16,0.48,10.9,1,2,1,1,2
white,2,7.2,1.6,0.992,2.94,0.46,11,1,2,1,1,2
white,2,7.2,1.2,0.9917,3.19,0.43,11.1,1,2,1,1,2
white,2,7.2,7.6,0.9928,3.04,0.32,11.5,1,2,1,1,2
white,2,7.2,12.6,0.9942,3.19,0.4,11.7,1,2,1,1,2
white,2,7.2,1.2,0.98914,2.96,0.36,12.5,1,2,1,1,2
white,2,7.2,5.1,0.991,3.03,0.41,12.6,1,2,1,1,2
